Geneid	LdNA_IDs	blast_annotation
LDECv5g14174	LdNA_31843	NPC intracellular cholesterol transporter 2 homolog a; Drosophila melanogaster 
LDECv5g14175	LdNA_31845	Facilitated trehalose transporter Tret1-2 homolog; Drosophila melanogaster 
LDECv5g14176	LdNA_31846	Facilitated trehalose transporter Tret1-2 homolog; Drosophila melanogaster 
LDECv5g14177	LdNA_31847	Facilitated trehalose transporter Tret1; Bombyx mori 
LDECv5g14179	LdNA_31848	Facilitated trehalose transporter Tret1; Culex quinquefasciatus 
LDECv5g14180	LdNA_31849	Facilitated trehalose transporter Tret1; Culex quinquefasciatus 
LDECv5g14181	LdNA_31850	-
LDECv5g14182	LdNA_31851	4-hydroxybutyrate coenzyme A transferase; Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) 
LDECv5g14183	LdNA_31852	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1; Homo sapiens 
LDECv5g14184	LdNA_31853	SET and MYND domain-containing protein 4; Danio rerio 
LDECv5g14185	LdNA_31854	-
LDECv5g14186	LdNA_31855	-
LDECv5g14187	LdNA_31856	TBC1 domain family member 7; Xenopus tropicalis 
LDECv5g14189	LdNA_31857	GDP-fucose transporter 1; Drosophila melanogaster 
LDECv5g14190	LdNA_31858	-
LDECv5g14191	LdNA_31859	"Thioredoxin-dependent peroxide reductase, mitochondrial; Drosophila melanogaster "
LDECv5g14192	LdNA_31860	Acidic mammalian chitinase; Bos taurus 
LDECv5g14193	LdNA_31861	Acidic mammalian chitinase; Bos taurus 
LDECv5g14194	LdNA_31862	Amyloid beta precursor like protein 2; Rattus norvegicus 
LDECv5g14195	LdNA_31863	-
LDECv5g14196	LdNA_31864	Homeobox protein HMX3; Xenopus tropicalis 
LDECv5g14197	LdNA_31865	Homeobox protein slou; Drosophila melanogaster 
LDECv5g14198	LdNA_31867	Probable E3 ubiquitin-protein ligase sinah; Drosophila melanogaster 
LDECv5g14201	LdNA_31872	"Glycerol-3-phosphate acyltransferase 1, mitochondrial; Mus musculus "
LDECv5g14202	LdNA_31874	Zinc finger protein 892; Homo sapiens 
LDECv5g14203	LdNA_31875	V-type proton ATPase subunit B; Heliothis virescens 
LDECv5g14204	LdNA_31876	-
LDECv5g14205	LdNA_31878	-
LDECv5g14206	LdNA_31879	-
LDECv5g14207	LdNA_31883	-
LDECv5g14208	LdNA_31882	-
LDECv5g14209	LdNA_31884	Plasma alpha-L-fucosidase; Homo sapiens 
LDECv5g14210	LdNA_31886	-
LDECv5g14211	LdNA_31888	-
LDECv5g14212	LdNA_31892	Facilitated trehalose transporter Tret1-2 homolog; Drosophila melanogaster 
LDECv5g14213	LdNA_31894	Facilitated trehalose transporter Tret1; Culex quinquefasciatus 
LDECv5g14214	LdNA_31895	Facilitated trehalose transporter Tret1; Culex quinquefasciatus 
LDECv5g14215	LdNA_31897	15-hydroxyprostaglandin dehydrogenase [NAD(+)]; Bos taurus 
LDECv5g14216	LdNA_31896	Protein glass; Drosophila virilis 
LDECv5g14217	LdNA_31899	Constitutive coactivator of PPAR-gamma-like protein 1; Homo sapiens 
LDECv5g14218	LdNA_31900	Histone H2A deubiquitinase MYSM1; Gallus gallus 
LDECv5g14219	LdNA_31901	Cystathionine gamma-lyase; Macaca fascicularis 
LDECv5g14220	LdNA_31902	Cystathionine gamma-lyase; Mus musculus 
LDECv5g14221	LdNA_31903	Cystathionine gamma-lyase; Macaca fascicularis 
LDECv5g14222	LdNA_31904	-
LDECv5g14223	LdNA_31905	Mitochondrial enolase superfamily member 1; Xenopus laevis 
LDECv5g14225	LdNA_31906	WD repeat and HMG-box DNA-binding protein 1; Homo sapiens 
LDECv5g14226	LdNA_31907	Dedicator of cytokinesis protein 1; Mus musculus 
LDECv5g14227	LdNA_31909	C-terminal-binding protein; Drosophila melanogaster 
LDECv5g14228	LdNA_31912	Dynactin subunit 1; Drosophila melanogaster 
LDECv5g14229	LdNA_31913	Anaphase-promoting complex subunit 7; Homo sapiens 
LDECv5g14230	LdNA_31914	-
LDECv5g14231	LdNA_31915	Inactive histone-lysine N-methyltransferase 2E; Homo sapiens 
LDECv5g14232	LdNA_31916	U4/U6.U5 tri-snRNP-associated protein 1; Homo sapiens 
LDECv5g14233	LdNA_31917	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5; Bos taurus 
LDECv5g14234	LdNA_31918	GATOR complex protein Iml1; Drosophila melanogaster 
LDECv5g14235	LdNA_31919	SIN3-HDAC complex-associated factor; Mus musculus 
LDECv5g14236	LdNA_31920	UNC93-like protein MFSD11; Homo sapiens 
LDECv5g14237	LdNA_31922	Krueppel-like factor 7; Mus musculus 
LDECv5g14241	LdNA_31927	Rho GTPase-activating protein 44; Rattus norvegicus 
LDECv5g14243	LdNA_18045	-
LDECv5g14244	LdNA_3881	-
LDECv5g14245	LdNA_31935	Inhibitory POU protein; Drosophila melanogaster 
LDECv5g14247	LdNA_31941	Alpha-tubulin N-acetyltransferase; Aedes aegypti 
LDECv5g14248	LdNA_31942	-
LDECv5g14249	LdNA_31943	Inactive phospholipid phosphatase 7; Homo sapiens 
LDECv5g14250	LdNA_31946	Potassium voltage-gated channel protein Shab; Drosophila melanogaster 
LDECv5g14253	LdNA_31954	Sorting nexin-16; Homo sapiens 
LDECv5g14254	LdNA_31955	Negative elongation factor E; Drosophila melanogaster 
LDECv5g14255	LdNA_31956	-
LDECv5g14256	LdNA_31958	Protein sidekick; Drosophila melanogaster 
LDECv5g14258	LdNA_31964	Small ribosomal subunit protein uS8; Drosophila yakuba 
LDECv5g14259	LdNA_31965	-
LDECv5g14260	LdNA_31966	General transcription factor IIH subunit 3; Bos taurus 
LDECv5g14261	LdNA_31967	Mitochondrial Rho GTPase; Drosophila melanogaster 
LDECv5g14262	LdNA_31968	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2; Oryctolagus cuniculus "
LDECv5g14263	LdNA_31969	-
LDECv5g14264	LdNA_31970	Enolase; Drosophila melanogaster 
LDECv5g14265	LdNA_31972	Conserved oligomeric Golgi complex subunit 6; Drosophila melanogaster 
LDECv5g14267	LdNA_31975	Ras-related protein Rab-21; Mus musculus 
LDECv5g14269	LdNA_31978	Zinc finger protein on ecdysone puffs; Drosophila melanogaster 
LDECv5g14270	LdNA_31979	Myrosinase 1; Brevicoryne brassicae 
LDECv5g14271	LdNA_31980	"C-1-tetrahydrofolate synthase, cytoplasmic; Spodoptera frugiperda "
LDECv5g14272	LdNA_31982	LIM/homeobox protein Awh; Drosophila melanogaster 
LDECv5g14273	LdNA_31984	Testis-specific serine/threonine-protein kinase 1; Mus musculus 
LDECv5g14274	LdNA_31986	Cuticle protein 7; Locusta migratoria 
LDECv5g14275	LdNA_31988	SNF-related serine/threonine-protein kinase; Homo sapiens 
LDECv5g14276	LdNA_31989	E3 ubiquitin-protein ligase NRDP1; Xenopus laevis 
LDECv5g14277	LdNA_31992	"Protein tramtrack, beta isoform; Drosophila melanogaster "
LDECv5g14278	LdNA_31994	-
LDECv5g14279	LdNA_31995	Flightin; Drosophila melanogaster 
LDECv5g14280	LdNA_31996	Neurocalcin homolog; Drosophila melanogaster 
LDECv5g14281	LdNA_31998	Neuronal calcium sensor 2; Caenorhabditis elegans 
LDECv5g14282	LdNA_32002	Protein C3orf33 homolog; Mus musculus 
LDECv5g14283	LdNA_32003	Probable small nuclear ribonucleoprotein Sm D1; Drosophila melanogaster 
LDECv5g14284	LdNA_32005	Large ribosomal subunit protein eL36; Drosophila melanogaster 
LDECv5g14286	LdNA_32006	Beta-alanyl-dopamine/carcinine hydrolase; Drosophila melanogaster 
LDECv5g14287	LdNA_32007	-
LDECv5g14288	LdNA_32009	-
LDECv5g14289	LdNA_32011	Transmembrane protein 104 homolog; Drosophila melanogaster 
LDECv5g14290	LdNA_32012	Serine/threonine-protein kinase PRP4 homolog; Rattus norvegicus 
LDECv5g14291	LdNA_32013	Tubulin polymerization-promoting protein homolog; Drosophila melanogaster 
LDECv5g14292	LdNA_32014	Neurogenic differentiation factor 6; Mus musculus 
LDECv5g14293	LdNA_32015	-
LDECv5g14294	LdNA_32017	Peroxidasin; Drosophila melanogaster 
LDECv5g14295	LdNA_32019	Glucoside xylosyltransferase 2; Mus musculus 
LDECv5g14296	LdNA_32020	RNA polymerase I-specific transcription initiation factor RRN3; Homo sapiens 
LDECv5g14297	LdNA_32023	Twinfilin; Aedes aegypti 
LDECv5g14298	LdNA_32024	RPII140-upstream gene protein; Drosophila melanogaster 
LDECv5g14299	LdNA_32025	ATP-binding cassette sub-family F member 3; Mus musculus 
LDECv5g14300	LdNA_32026	Signal recognition particle receptor subunit beta; Rattus norvegicus 
LDECv5g14301	LdNA_32027	-
LDECv5g14302	LdNA_32029	MORN repeat-containing protein 5; Xenopus tropicalis 
LDECv5g14303	LdNA_32033	Probable sodium/potassium/calcium exchanger CG1090; Drosophila melanogaster 
LDECv5g14304	LdNA_32038	Probable small nuclear ribonucleoprotein G; Drosophila melanogaster 
LDECv5g14305	LdNA_32039	Zinc finger Ran-binding domain-containing protein 2; Gallus gallus 
LDECv5g14307	LdNA_32044	-
LDECv5g14308	LdNA_32045	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform; Rattus norvegicus 
LDECv5g14309	LdNA_32047	-
LDECv5g14310	LdNA_32053	Biogenesis of lysosome-related organelles complex 1 subunit 6; Homo sapiens 
LDECv5g14311	LdNA_32054	Helicase ARIP4; Xenopus tropicalis 
LDECv5g14312	LdNA_32055	Nuclear hormone receptor HR96; Drosophila melanogaster 
LDECv5g14314	LdNA_32058	Heparanase; Rattus norvegicus 
LDECv5g14315	LdNA_32059	Complexin; Drosophila melanogaster 
LDECv5g14316	LdNA_32061	-
LDECv5g14317	LdNA_32085	-
LDECv5g14318	LdNA_32096	Angiopoietin-related protein 2; Mus musculus 
LDECv5g14320	LdNA_32098	Angiopoietin-related protein 2; Mus musculus 
LDECv5g14322	LdNA_32129	-
LDECv5g14323	LdNA_32128	-
LDECv5g14326	LdNA_32117	-
LDECv5g14327	LdNA_32145	"Protein Skeletor, isoforms B/C; Drosophila melanogaster "
LDECv5g14329	LdNA_32149	Mitochondrial GTPase 1; Aedes aegypti 
LDECv5g14330	LdNA_32150	Cullin-4A; Homo sapiens 
LDECv5g14331	LdNA_32151	ATP-dependent RNA helicase p62; Drosophila melanogaster 
LDECv5g14332	LdNA_32153	Ester hydrolase C11orf54 homolog; Rattus norvegicus 
LDECv5g14333	LdNA_32155	Gamma-glutamylcyclotransferase; Bos taurus 
LDECv5g14334	LdNA_32156	Gamma-glutamylcyclotransferase; Bos taurus 
LDECv5g14335	LdNA_32157	-
LDECv5g14336	LdNA_32161	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit; Drosophila melanogaster 
LDECv5g14337	LdNA_32162	BolA-like protein 3; Homo sapiens 
LDECv5g14338	LdNA_32163	U4/U6 small nuclear ribonucleoprotein Prp31; Danio rerio 
LDECv5g14340	LdNA_32165	-
LDECv5g14339	LdNA_32172	Cerebellar degeneration-related protein 2-like; Homo sapiens 
LDECv5g14341	LdNA_32174	Polymerase delta-interacting protein 3; Homo sapiens 
LDECv5g14342	LdNA_33397	-
LDECv5g14343	LdNA_33395	-
LDECv5g14345	LdNA_33391	-
LDECv5g14347	LdNA_33386	-
LDECv5g14348	LdNA_33380	-
LDECv5g14349	LdNA_33379	-
LDECv5g14350	LdNA_33374	-
LDECv5g14351	LdNA_33364	-
LDECv5g14352	LdNA_33362	-
LDECv5g14355	LdNA_33359	-
LDECv5g14356	LdNA_33360	-
LDECv5g14362	LdNA_33343	-
LDECv5g14363	LdNA_33330	-
LDECv5g14364	LdNA_33327	-
LDECv5g14365	LdNA_33326	-
LDECv5g14368	LdNA_33317	-
LDECv5g14370	LdNA_33315	-
LDECv5g14371	LdNA_33313	Putative nuclease HARBI1; Mus musculus 
LDECv5g14373	LdNA_20550	-
LDECv5g14374	LdNA_7866	-
LDECv5g14376	LdNA_33308	-
LDECv5g14377	LdNA_33305	-
LDECv5g14378	LdNA_33302	-
LDECv5g14380	LdNA_33296	-
LDECv5g14384	LdNA_33275	-
LDECv5g14387	LdNA_33266	-
LDECv5g14389	LdNA_33261	-
LDECv5g14390	LdNA_26032	-
LDECv5g14393	LdNA_30835	General transcription factor II-I repeat domain-containing protein 2; Bos taurus 
LDECv5g14398	LdNA_33217	Zinc finger BED domain-containing protein 4; Mus musculus 
LDECv5g14399	LdNA_33216	Putative AC9 transposase; Zea mays 
LDECv5g14400	LdNA_33202	-
LDECv5g14402	LdNA_33190	-
LDECv5g14405	LdNA_33178	-
LDECv5g14406	LdNA_33165	-
LDECv5g14412	LdNA_33156	-
LDECv5g14413	LdNA_33153	-
LDECv5g14414	LdNA_33150	PiggyBac transposable element-derived protein 3; Homo sapiens 
LDECv5g14415	LdNA_33138	-
LDECv5g14418	LdNA_33361	-
LDECv5g14419	LdNA_33133	-
LDECv5g14420	LdNA_33132	-
LDECv5g14422	LdNA_33126	-
LDECv5g14423	LdNA_33124	-
LDECv5g14424	LdNA_33122	E3 SUMO-protein ligase ZBED1; Homo sapiens 
LDECv5g14428	LdNA_33117	-
LDECv5g14429	LdNA_33112	-
LDECv5g14430	LdNA_33109	-
LDECv5g14433	LdNA_33097	-
LDECv5g14434	LdNA_33095	PiggyBac transposable element-derived protein 4; Homo sapiens 
LDECv5g14435	LdNA_33094	-
LDECv5g14438	LdNA_8058	52 kDa repressor of the inhibitor of the protein kinase; Mus musculus 
LDECv5g14440	LdNA_33087	OTU domain-containing protein 5-A; Danio rerio 
LDECv5g14441	LdNA_33086	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 7; Arabidopsis thaliana 
LDECv5g14442	LdNA_33082	Zinc finger protein 862; Homo sapiens 
LDECv5g14443	LdNA_33077	-
LDECv5g14444	LdNA_33076	OTU domain-containing protein 5-A; Danio rerio 
LDECv5g14445	LdNA_33074	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 7; Arabidopsis thaliana 
LDECv5g14447	LdNA_33069	OTU domain-containing protein 5-A; Danio rerio 
LDECv5g14448	LdNA_33067	-
LDECv5g14452	LdNA_33054	PiggyBac transposable element-derived protein 4; Homo sapiens 
LDECv5g14453	LdNA_14436	-
LDECv5g14455	LdNA_33036	-
LDECv5g14456	LdNA_33034	-
LDECv5g14457	LdNA_33033	-
LDECv5g14458	LdNA_33021	-
LDECv5g14460	LdNA_33018	-
LDECv5g14463	LdNA_33013	-
LDECv5g14464	LdNA_33012	-
LDECv5g14467	LdNA_33001	-
LDECv5g14468	LdNA_32990	-
LDECv5g14469	LdNA_32988	-
LDECv5g14470	LdNA_32986	-
LDECv5g14471	LdNA_9313	-
LDECv5g14472	LdNA_32981	-
LDECv5g14473	LdNA_32977	General transcription factor II-I repeat domain-containing protein 2B; Homo sapiens 
LDECv5g14474	LdNA_32971	-
LDECv5g14478	LdNA_32960	-
LDECv5g14479	LdNA_32957	-
LDECv5g14480	LdNA_32956	PiggyBac transposable element-derived protein 4; Homo sapiens 
LDECv5g14486	LdNA_27066	-
LDECv5g14487	LdNA_32940	-
LDECv5g14488	LdNA_32939	-
LDECv5g14489	LdNA_32935	-
LDECv5g14491	LdNA_32924	-
LDECv5g14492	LdNA_33044	-
LDECv5g14494	LdNA_32910	-
LDECv5g14495	LdNA_32897	-
LDECv5g14497	LdNA_32890	PiggyBac transposable element-derived protein 3; Homo sapiens 
LDECv5g14501	LdNA_32885	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 7; Arabidopsis thaliana 
LDECv5g14503	LdNA_32876	-
LDECv5g14504	LdNA_32869	-
LDECv5g14506	LdNA_30326	-
LDECv5g14508	LdNA_32854	-
LDECv5g14509	LdNA_32847	-
LDECv5g14510	LdNA_32840	-
LDECv5g14516	LdNA_32829	-
LDECv5g14517	LdNA_32828	OTU domain-containing protein 5-A; Danio rerio 
LDECv5g14518	LdNA_6129	-
LDECv5g14519	LdNA_32823	-
LDECv5g14520	LdNA_32818	E3 SUMO-protein ligase KIAA1586; Homo sapiens 
LDECv5g14521	LdNA_32817	E3 SUMO-protein ligase KIAA1586; Homo sapiens 
LDECv5g14523	LdNA_32800	-
LDECv5g14527	LdNA_32796	-
LDECv5g14528	LdNA_32795	-
LDECv5g14530	LdNA_32783	-
LDECv5g14531	LdNA_32781	-
LDECv5g14533	LdNA_32776	-
LDECv5g14535	LdNA_32769	-
LDECv5g14536	LdNA_32763	-
LDECv5g14537	LdNA_33434	-
LDECv5g14538	LdNA_32750	-
LDECv5g14539	LdNA_30139	-
LDECv5g14543	LdNA_32735	-
LDECv5g14546	LdNA_33015	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase; Drosophila melanogaster 
LDECv5g14547	LdNA_32724	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase; Drosophila melanogaster 
LDECv5g14550	LdNA_5249	MFS-type transporter clz9; Cochliobolus lunatus 
LDECv5g14551	LdNA_33092	52 kDa repressor of the inhibitor of the protein kinase; Mus musculus 
LDECv5g14552	LdNA_32705	-
LDECv5g14559	LdNA_33264	-
LDECv5g14560	LdNA_32668	-
LDECv5g14562	LdNA_32666	-
LDECv5g14565	LdNA_32660	General transcription factor II-I repeat domain-containing protein 2A; Homo sapiens 
LDECv5g14566	LdNA_32655	-
LDECv5g14568	LdNA_32654	-
LDECv5g14569	LdNA_32653	Transcription factor Adf-1; Drosophila melanogaster 
LDECv5g14570	LdNA_32650	PiggyBac transposable element-derived protein 4; Homo sapiens 
LDECv5g14571	LdNA_32645	-
LDECv5g14572	LdNA_32641	-
LDECv5g14574	LdNA_32627	PiggyBac transposable element-derived protein 3; Homo sapiens 
LDECv5g14576	LdNA_32618	-
LDECv5g14577	LdNA_5399	-
LDECv5g14578	LdNA_32612	-
LDECv5g14579	LdNA_32607	-
LDECv5g14580	LdNA_32603	-
LDECv5g14582	LdNA_32591	-
LDECv5g14583	LdNA_32590	-
LDECv5g14584	LdNA_32585	-
LDECv5g14587	LdNA_33088	-
LDECv5g14588	LdNA_32579	OTU domain-containing protein 5-A; Danio rerio 
LDECv5g14589	LdNA_32578	OTU domain-containing protein 5-A; Danio rerio 
LDECv5g14590	LdNA_26509	-
LDECv5g14592	LdNA_32563	-
LDECv5g14593	LdNA_32561	MFS-type transporter clz9; Cochliobolus lunatus 
LDECv5g14596	LdNA_32547	-
LDECv5g14597	LdNA_32545	-
LDECv5g14599	LdNA_32537	Zinc finger BED domain-containing protein 4; Homo sapiens 
LDECv5g14601	LdNA_32513	-
LDECv5g14602	LdNA_32510	-
LDECv5g14603	LdNA_32498	-
LDECv5g14604	LdNA_32497	-
LDECv5g14605	LdNA_32492	-
LDECv5g14606	LdNA_32491	PiggyBac transposable element-derived protein 4; Homo sapiens 
LDECv5g14608	LdNA_32483	-
LDECv5g14609	LdNA_32835	-
LDECv5g14612	LdNA_32474	-
LDECv5g14613	LdNA_33390	E3 SUMO-protein ligase ZBED1; Homo sapiens 
LDECv5g14615	LdNA_32465	-
LDECv5g14617	LdNA_32462	-
LDECv5g14618	LdNA_32461	-
LDECv5g14620	LdNA_32460	-
LDECv5g14622	LdNA_32698	THAP domain-containing protein 6; Homo sapiens 
LDECv5g14623	LdNA_32456	-
LDECv5g14626	LdNA_32444	-
LDECv5g14627	LdNA_32443	-
LDECv5g14634	LdNA_32420	-
LDECv5g14635	LdNA_32809	-
LDECv5g14636	LdNA_32806	-
LDECv5g14639	LdNA_32880	-
LDECv5g14640	LdNA_27088	-
LDECv5g14641	LdNA_32391	-
LDECv5g14644	LdNA_32380	PiggyBac transposable element-derived protein 4; Homo sapiens 
LDECv5g14645	LdNA_32378	Transposable element P transposase; Drosophila melanogaster 
LDECv5g14646	LdNA_32366	-
LDECv5g14647	LdNA_32364	Zinc finger protein 862; Homo sapiens 
LDECv5g14648	LdNA_32362	-
LDECv5g14649	LdNA_32356	-
LDECv5g14650	LdNA_32355	-
LDECv5g14651	LdNA_32354	-
LDECv5g14652	LdNA_32348	-
LDECv5g14653	LdNA_32342	"4-aminobutyrate aminotransferase, mitochondrial; Sus scrofa "
LDECv5g14654	LdNA_32338	"4-aminobutyrate aminotransferase, mitochondrial; Sus scrofa "
LDECv5g14657	LdNA_32333	-
LDECv5g14659	LdNA_32328	Nucleosome-remodeling factor subunit NURF301; Drosophila melanogaster 
LDECv5g14660	LdNA_32326	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2; Drosophila melanogaster 
LDECv5g14661	LdNA_32325	Probable ATP-dependent RNA helicase DDX20; Danio rerio 
LDECv5g14662	LdNA_32324	-
LDECv5g14663	LdNA_32321	-
LDECv5g14666	LdNA_32314	-
LDECv5g14667	LdNA_32310	PiggyBac transposable element-derived protein 4; Homo sapiens 
LDECv5g14668	LdNA_32309	Cilia- and flagella-associated protein 299; Xenopus laevis 
LDECv5g14670	LdNA_32299	Tyrosine-protein phosphatase Lar; Drosophila melanogaster 
LDECv5g14671	LdNA_32296	Tyrosine-protein phosphatase Lar; Drosophila melanogaster 
LDECv5g14672	LdNA_21389	Fumarylacetoacetate hydrolase domain-containing protein 2; Bos taurus 
LDECv5g14676	LdNA_440	Facilitated trehalose transporter Tret1; Culex quinquefasciatus 
LDECv5g14678	LdNA_436	Homeobox protein aristaless; Drosophila melanogaster 
LDECv5g14679	LdNA_433	Actin nucleation-promoting factor WAS; Homo sapiens 
LDECv5g14681	LdNA_432	"6-phosphogluconate dehydrogenase, decarboxylating; Drosophila melanogaster "
LDECv5g14682	LdNA_431	-
LDECv5g14710	LdNA_4604	-
LDECv5g14729	LdNA_26936	-
LDECv5g14738	LdNA_14866	-
LDECv5g14775	LdNA_33323	-
LDECv5g14779	LdNA_21792	-
LDECv5g14780	LdNA_279	-
LDECv5g14781	LdNA_33137	-
LDECv5g14782	LdNA_24472	-
LDECv5g14784	LdNA_27394	Protein FAM200B; Homo sapiens 
LDECv5g14785	LdNA_241	PH and SEC7 domain-containing protein; Drosophila melanogaster 
LDECv5g14786	LdNA_243	-
LDECv5g14788	LdNA_445	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1; Canis lupus familiaris 
LDECv5g14789	LdNA_246	Ubiquitin thioesterase OTU1; Drosophila melanogaster 
LDECv5g14790	LdNA_247	DNA polymerase theta; Drosophila melanogaster 
LDECv5g14800	LdNA_22079	Transposable element P transposase; Drosophila melanogaster 
LDECv5g14803	LdNA_33440	Mitochondrial pyruvate carrier 2; Homo sapiens 
LDECv5g14804	LdNA_33441	U11/U12 small nuclear ribonucleoprotein 48 kDa protein; Mus musculus 
LDECv5g14805	LdNA_33442	Small ribosomal subunit protein mS26; Drosophila melanogaster 
LDECv5g14807	LdNA_33445	-
LDECv5g14808	LdNA_33451	Zinc finger protein 395; Xenopus laevis 
LDECv5g14809	LdNA_33453	Fidgetin-like protein 1; Xenopus tropicalis 
LDECv5g14810	LdNA_33455	Mitochondrial import inner membrane translocase subunit TIM50-C; Drosophila melanogaster 
LDECv5g14811	LdNA_33457	-
LDECv5g14812	LdNA_33460	-
LDECv5g14813	LdNA_33461	-
LDECv5g14815	LdNA_33469	-
LDECv5g14818	LdNA_33473	Poly(ADP-ribose) glycohydrolase; Drosophila melanogaster 
LDECv5g14819	LdNA_33479	-
LDECv5g14820	LdNA_33480	Moesin/ezrin/radixin homolog 1; Aedes aegypti 
LDECv5g14821	LdNA_33483	-
LDECv5g14825	LdNA_33500	E3 ubiquitin-protein ligase RMND5A; Xenopus tropicalis 
LDECv5g14827	LdNA_33505	-
LDECv5g14828	LdNA_30346	-
LDECv5g14829	LdNA_33513	-
LDECv5g14831	LdNA_33523	-
LDECv5g14832	LdNA_33528	Lysosomal acid phosphatase; Rattus norvegicus 
LDECv5g14833	LdNA_33530	Prostatic acid phosphatase; Bos taurus 
LDECv5g14837	LdNA_33545	-
LDECv5g14838	LdNA_33549	Prostatic acid phosphatase; Bos taurus 
LDECv5g14841	LdNA_33553	-
LDECv5g14842	LdNA_33554	Armadillo repeat-containing protein 3; Mus musculus 
LDECv5g14844	LdNA_33565	Lysosomal acid phosphatase; Rattus norvegicus 
