Ldecemlineata	Tcastaneum
LDECv5g13350	TC013872
LDECv5g13351	TC013942
LDECv5g13352	TC013870
LDECv5g13353	TC013939
LDECv5g13354	TC013944
LDECv5g13355	TC013873
LDECv5g13357	TC014492
LDECv5g13358	TC014493
LDECv5g13360	TC014763
LDECv5g13361	TC013039
LDECv5g13363	TC013316
LDECv5g13364	TC013317
LDECv5g13365	TC032203
LDECv5g13367	TC032204
LDECv5g13372	TC001186
LDECv5g13373	TC032207
LDECv5g13375	TC000365
LDECv5g13376	TC000371
LDECv5g13377	TC001189
LDECv5g13378	TC001192
LDECv5g13381	TC001195
LDECv5g13385	TC000360
LDECv5g13386	TC001197
LDECv5g13387	TC000359
LDECv5g13389	TC001193
LDECv5g13390	TC004585
LDECv5g13392	TC001194
LDECv5g13393	TC010709
LDECv5g13394	TC000358
LDECv5g13395	TC000357
LDECv5g13396	TC001200
LDECv5g13397	TC000356
LDECv5g13399	TC000838
LDECv5g13400	TC000737
LDECv5g13403	TC001201
LDECv5g13405	TC032223
LDECv5g13411	TC001525
LDECv5g13413	TC007660
LDECv5g13414	TC013883
LDECv5g13415	TC013191
LDECv5g13416	TC013921
LDECv5g13417	TC013922
LDECv5g13418	TC014630
LDECv5g13419	TC003259
LDECv5g13420	TC014636
LDECv5g13421	TC013923
LDECv5g13422	TC013881
LDECv5g13423	TC012991
LDECv5g13425	TC003707
LDECv5g13427	TC003706
LDECv5g13429	TC013916
LDECv5g13430	TC013918
LDECv5g13431	TC013917
LDECv5g13432	TC013886
LDECv5g13433	TC013885
LDECv5g13434	TC013919
LDECv5g13435	TC013884
LDECv5g13436	TC013920
LDECv5g13437	TC032492
LDECv5g13440	TC013186
LDECv5g13441	TC013185
LDECv5g13442	TC014632
LDECv5g13443	TC013192
LDECv5g13444	TC013182
LDECv5g13445	TC013882
LDECv5g13446	TC013924
LDECv5g13447	TC014631
LDECv5g13448	TC033265
LDECv5g13449	TC013228
LDECv5g13450	TC013369
LDECv5g13451	TC014443
LDECv5g13452	TC013364
LDECv5g13454	TC014444
LDECv5g13455	TC014789
LDECv5g13458	TC014816
LDECv5g13459	TC010924
LDECv5g13461	TC010914
LDECv5g13463	TC014815
LDECv5g13464	TC012993
LDECv5g13465	TC033266
LDECv5g13471	TC013368
LDECv5g13472	TC014437
LDECv5g13473	TC013230
LDECv5g13477	TC013229
LDECv5g13478	TC014571
LDECv5g13479	TC013946
LDECv5g13480	TC013863
LDECv5g13481	TC013877
LDECv5g13482	TC013930
LDECv5g13483	TC013878
LDECv5g13485	TC012903
LDECv5g13489	TC013175
LDECv5g13490	TC013174
LDECv5g13493	TC013739
LDECv5g13497	TC014051
LDECv5g13499	TC014053
LDECv5g13501	TC013706
LDECv5g13505	TC014321
LDECv5g13507	TC014802
LDECv5g13509	TC014804
LDECv5g13510	TC013008
LDECv5g13511	TC014608
LDECv5g13513	TC014040
LDECv5g13514	TC013715
LDECv5g13515	TC010569
LDECv5g13518	TC014075
LDECv5g13519	TC014595
LDECv5g13520	TC013211
LDECv5g13521	TC014592
LDECv5g13522	TC004583
LDECv5g13523	TC013212
LDECv5g13524	TC014692
LDECv5g13526	TC030576
LDECv5g13527	TC014041
LDECv5g13528	TC013761
LDECv5g13530	TC004423
LDECv5g13531	TC032960
LDECv5g13532	TC011476
LDECv5g13533	TC002085
LDECv5g13534	TC031630
LDECv5g13537	TC013432
LDECv5g13540	TC014350
LDECv5g13541	TC013431
LDECv5g13543	TC014109
LDECv5g13544	TC013690
LDECv5g13546	TC014725
LDECv5g13547	TC013686
LDECv5g13550	TC014124
LDECv5g13552	TC014322
LDECv5g13553	TC014455
LDECv5g13555	TC034712
LDECv5g13556	TC013001
LDECv5g13558	TC012908
LDECv5g13560	TC012904
LDECv5g13561	TC031695
LDECv5g13564	TC014726
LDECv5g13565	TC013218
LDECv5g13570	TC013090
LDECv5g13573	TC013430
LDECv5g13574	TC013217
LDECv5g13575	TC014581
LDECv5g13576	TC013194
LDECv5g13577	TC014621
LDECv5g13578	TC014620
LDECv5g13581	TC013195
LDECv5g13583	TC014619
LDECv5g13584	TC013196
LDECv5g13593	TC014616
LDECv5g13597	TC014574
LDECv5g13598	TC033128
LDECv5g13599	TC013479
LDECv5g13602	TC013480
LDECv5g13603	TC014317
LDECv5g13604	TC013402
LDECv5g13606	TC013401
LDECv5g13607	TC033154
LDECv5g13608	TC014400
LDECv5g13609	TC030752
LDECv5g13610	TC014285
LDECv5g13611	TC030668
LDECv5g13612	TC013522
LDECv5g13614	TC014286
LDECv5g13615	TC014287
LDECv5g13616	TC002600
LDECv5g13617	TC016216
LDECv5g13619	TC013219
LDECv5g13622	TC030779
LDECv5g13623	TC014121
LDECv5g13624	TC013477
LDECv5g13629	TC010176
LDECv5g13632	TC014764
LDECv5g13633	TC033256
LDECv5g13634	TC002825
LDECv5g13635	TC033257
LDECv5g13638	TC013028
LDECv5g13639	TC013985
LDECv5g13643	TC031154
LDECv5g13655	TC002876
LDECv5g13657	TC014629
LDECv5g13658	TC003842
LDECv5g13659	TC013925
LDECv5g13660	TC013906
LDECv5g13661	TC010953
LDECv5g13662	TC033004
LDECv5g13663	TC013006
LDECv5g13664	TC013007
LDECv5g13665	TC002238
LDECv5g13666	TC013788
LDECv5g13667	TC034706
LDECv5g13668	TC014136
LDECv5g13670	TC013064
LDECv5g13671	TC013062
LDECv5g13673	TC005070
LDECv5g13674	TC005069
LDECv5g13675	TC005067
LDECv5g13676	TC005068
LDECv5g13677	TC014027
LDECv5g13678	TC013770
LDECv5g13679	TC032494
LDECv5g13680	TC013928
LDECv5g13681	TC013927
LDECv5g13683	TC002719
LDECv5g13687	TC002246
LDECv5g13694	TC002243
LDECv5g13696	TC016306
LDECv5g13697	TC031837
LDECv5g13698	TC005065
LDECv5g13700	TC005073
LDECv5g13701	TC005074
LDECv5g13702	TC003438
LDECv5g13704	TC031142
LDECv5g13706	TC010442
LDECv5g13707	TC010429
LDECv5g13708	TC010426
LDECv5g13709	TC014624
LDECv5g13710	TC010421
LDECv5g13717	TC014643
LDECv5g13718	TC014642
LDECv5g13723	TC013935
LDECv5g13725	TC013937
LDECv5g13726	TC013318
LDECv5g13727	TC014377
LDECv5g13729	TC014376
LDECv5g13731	TC011352
LDECv5g13733	TC032685
LDECv5g13734	TC034678
LDECv5g13735	TC013188
LDECv5g13736	TC013168
LDECv5g13737	TC010430
LDECv5g13738	TC014647
LDECv5g13739	TC013396
LDECv5g13740	TC011647
LDECv5g13742	TC011649
LDECv5g13743	TC011650
LDECv5g13744	TC011621
LDECv5g13746	TC001667
LDECv5g13748	TC012817
LDECv5g13749	TC012816
LDECv5g13750	TC012875
LDECv5g13751	TC012869
LDECv5g13754	TC034451
LDECv5g13755	TC005889
LDECv5g13756	TC011817
LDECv5g13757	TC034431
LDECv5g13758	TC013469
LDECv5g13759	TC011611
LDECv5g13761	TC011687
LDECv5g13762	TC013790
LDECv5g13763	TC013491
LDECv5g13764	TC010680
LDECv5g13765	TC010609
LDECv5g13766	TC011886
LDECv5g13767	TC010681
LDECv5g13770	TC012829
LDECv5g13771	TC012828
LDECv5g13774	TC011644
LDECv5g13778	TC012543
LDECv5g13779	TC030690
LDECv5g13780	TC004773
LDECv5g13783	TC011946
LDECv5g13784	TC012540
LDECv5g13785	TC034471
LDECv5g13788	TC034469
LDECv5g13793	TC011656
LDECv5g13794	TC011657
LDECv5g13795	TC011658
LDECv5g13796	TC012811
LDECv5g13797	TC011659
LDECv5g13798	TC011660
LDECv5g13799	TC011661
LDECv5g13808	TC011663
LDECv5g13818	TC034468
LDECv5g13819	TC011827
LDECv5g13821	TC011828
LDECv5g13825	TC012819
LDECv5g13826	TC012820
LDECv5g13832	TC012823
LDECv5g13838	TC012824
LDECv5g13841	TC034435
LDECv5g13842	TC034271
LDECv5g13843	TC011654
LDECv5g13845	TC012812
LDECv5g13848	TC012542
LDECv5g13850	TC030657
LDECv5g13851	TC012874
LDECv5g13859	TC012484
LDECv5g13861	TC012882
LDECv5g13865	TC011602
LDECv5g13866	TC011601
LDECv5g13870	TC012881
LDECv5g13871	TC011605
LDECv5g13872	TC012880
LDECv5g13873	TC034489
LDECv5g13875	TC001643
LDECv5g13948	TC011960
LDECv5g13961	TC012525
LDECv5g13964	TC011954
LDECv5g13965	TC012522
LDECv5g13966	TC012523
LDECv5g13967	TC011991
LDECv5g13969	TC011988
LDECv5g13970	TC012524
LDECv5g13976	TC012731
LDECv5g13978	TC012419
LDECv5g13979	TC012053
LDECv5g13980	TC003413
LDECv5g13983	TC003016
LDECv5g13984	TC015991
LDECv5g13986	TC003407
LDECv5g13992	TC003018
LDECv5g13994	TC003291
LDECv5g13995	TC002281
LDECv5g13996	TC003161
LDECv5g13997	TC003305
LDECv5g14000	TC002298
LDECv5g14001	TC002300
LDECv5g14003	TC010795
LDECv5g14007	TC032339
LDECv5g14010	TC003077
LDECv5g14011	TC002338
LDECv5g14014	TC002339
LDECv5g14015	TC030612
LDECv5g14016	TC033750
LDECv5g14017	TC009999
LDECv5g14018	TC000567
LDECv5g14019	TC003203
LDECv5g14020	TC002995
LDECv5g14021	TC003432
LDECv5g14022	TC033976
LDECv5g14025	TC010331
LDECv5g14027	TC011763
LDECv5g14028	TC011768
LDECv5g14029	TC011769
LDECv5g14030	TC011770
LDECv5g14031	TC011771
LDECv5g14032	TC012418
LDECv5g14034	TC004312
LDECv5g14038	TC011863
LDECv5g14039	TC011864
LDECv5g14044	TC010662
LDECv5g14045	TC010653
LDECv5g14046	TC010658
LDECv5g14047	TC003447
LDECv5g14049	TC010654
LDECv5g14051	TC010050
LDECv5g14054	TC012018
LDECv5g14056	TC001383
LDECv5g14057	TC007472
LDECv5g14060	TC012016
LDECv5g14061	TC012465
LDECv5g14062	TC012466
LDECv5g14064	TC012015
LDECv5g14065	TC011637
LDECv5g14066	TC010660
LDECv5g14067	TC010659
LDECv5g14068	TC010661
LDECv5g14069	TC010652
LDECv5g14070	TC008566
LDECv5g14071	TC010663
LDECv5g14072	TC010651
LDECv5g14073	TC010650
LDECv5g14074	TC010664
LDECv5g14075	TC016273
LDECv5g14076	TC012120
LDECv5g14077	TC016272
LDECv5g14078	TC003246
LDECv5g14079	TC002125
LDECv5g14081	TC002741
LDECv5g14082	TC032382
LDECv5g14084	TC003694
LDECv5g14089	TC030730
LDECv5g14090	TC003480
LDECv5g14091	TC002957
LDECv5g14092	TC003481
LDECv5g14093	TC002956
LDECv5g14094	TC003691
LDECv5g14095	TC002994
LDECv5g14096	TC002972
LDECv5g14097	TC004603
LDECv5g14098	TC003465
LDECv5g14099	TC014690
LDECv5g14100	TC002976
LDECv5g14101	TC002973
LDECv5g14102	TC003464
LDECv5g14103	TC002977
LDECv5g14105	TC003335
LDECv5g14106	TC002978
LDECv5g14115	TC012121
LDECv5g14116	TC012351
LDECv5g14119	TC034301
LDECv5g14121	TC012348
LDECv5g14122	TC012123
LDECv5g14125	TC012346
LDECv5g14126	TC011842
LDECv5g14128	TC012448
LDECv5g14129	TC012449
LDECv5g14130	TC032368
LDECv5g14131	TC003009
LDECv5g14133	TC000076
LDECv5g14137	TC002546
LDECv5g14138	TC009007
LDECv5g14145	TC003446
LDECv5g14146	TC002139
LDECv5g14147	TC002424
LDECv5g14148	TC003270
LDECv5g14149	TC003864
LDECv5g14150	TC010345
LDECv5g14151	TC010367
LDECv5g14152	TC003121
LDECv5g14153	TC003120
LDECv5g14159	TC003119
LDECv5g14160	TC003334
LDECv5g14161	TC003212
LDECv5g14164	TC002762
LDECv5g14165	TC003673
LDECv5g14166	TC003669
LDECv5g14167	TC002763
LDECv5g14168	TC003671
LDECv5g14169	TC003672
LDECv5g14170	TC003234
LDECv5g14171	TC030768
LDECv5g14173	TC003011
LDECv5g14181	TC012239
LDECv5g14182	TC034329
LDECv5g14183	TC012046
LDECv5g14187	TC012325
LDECv5g14188	TC012324
LDECv5g14189	TC012326
LDECv5g14190	TC012327
LDECv5g14191	TC012328
LDECv5g14196	TC012136
LDECv5g14197	TC012332
LDECv5g14200	TC012334
LDECv5g14201	TC012134
LDECv5g14202	TC011051
LDECv5g14203	TC012133
LDECv5g14205	TC012420
LDECv5g14208	TC034327
LDECv5g14209	TC032374
LDECv5g14213	TC001412
LDECv5g14214	TC012566
LDECv5g14215	TC032595
LDECv5g14216	TC012565
LDECv5g14217	TC011930
LDECv5g14218	TC011929
LDECv5g14221	TC012563
LDECv5g14222	TC012564
LDECv5g14223	TC012451
LDECv5g14225	TC012023
LDECv5g14227	TC012453
LDECv5g14229	TC011772
LDECv5g14231	TC030632
LDECv5g14232	TC012727
LDECv5g14233	TC030694
LDECv5g14234	TC012042
LDECv5g14235	TC003210
LDECv5g14236	TC003216
LDECv5g14237	TC032433
LDECv5g14241	TC003222
LDECv5g14245	TC003196
LDECv5g14249	TC003248
LDECv5g14250	TC031062
LDECv5g14252	TC016337
LDECv5g14253	TC003202
LDECv5g14254	TC003247
LDECv5g14256	TC012344
LDECv5g14258	TC012128
LDECv5g14259	TC012752
LDECv5g14260	TC034891
LDECv5g14261	TC012343
LDECv5g14262	TC012753
LDECv5g14263	TC011733
LDECv5g14265	TC003211
LDECv5g14267	TC003235
LDECv5g14268	TC003209
LDECv5g14271	TC010593
LDECv5g14275	TC010386
LDECv5g14276	TC002979
LDECv5g14277	TC003617
LDECv5g14278	TC010484
LDECv5g14279	TC010476
LDECv5g14280	TC010475
LDECv5g14281	TC010474
LDECv5g14282	TC010591
LDECv5g14283	TC010472
LDECv5g14285	TC032376
LDECv5g14286	TC003448
LDECv5g14288	TC010486
LDECv5g14289	TC002137
LDECv5g14290	TC010477
LDECv5g14291	TC002126
LDECv5g14292	TC001576
LDECv5g14293	TC001557
LDECv5g14294	TC001556
LDECv5g14295	TC012364
LDECv5g14296	TC030743
LDECv5g14297	TC012105
LDECv5g14298	TC012365
LDECv5g14299	TC011927
LDECv5g14300	TC012850
LDECv5g14301	TC034872
LDECv5g14302	TC002068
LDECv5g14304	TC010648
LDECv5g14305	TC010666
LDECv5g14307	TC031363
LDECv5g14308	TC010646
LDECv5g14309	TC010647
LDECv5g14311	TC034871
LDECv5g14312	TC010645
LDECv5g14313	TC010671
LDECv5g14314	TC010672
LDECv5g14328	TC010640
LDECv5g14329	TC009617
LDECv5g14330	TC012124
LDECv5g14332	TC010676
LDECv5g14336	TC010678
LDECv5g14337	TC031504
LDECv5g14340	TC015894
LDECv5g14341	TC010637
LDECv5g14454	TC030937
LDECv5g14654	TC034300
LDECv5g14659	TC012345
LDECv5g14663	TC002761
LDECv5g14668	TC011866
LDECv5g14670	TC003342
LDECv5g14677	TC011381
LDECv5g14678	TC033171
LDECv5g14679	TC013303
LDECv5g14680	TC014024
LDECv5g14682	TC001121
LDECv5g14685	TC034561
LDECv5g14686	TC010400
LDECv5g14687	TC014423
LDECv5g14689	TC009562
LDECv5g14690	TC016220
LDECv5g14691	TC004063
LDECv5g14692	TC013379
LDECv5g14693	TC013767
LDECv5g14694	TC010462
LDECv5g14696	TC014100
LDECv5g14698	TC000608
LDECv5g14699	TC033052
LDECv5g14702	TC033443
LDECv5g14703	TC002071
LDECv5g14704	TC002081
LDECv5g14706	TC011382
LDECv5g14788	TC005188
LDECv5g14789	TC011093
LDECv5g14790	TC011380
LDECv5g14791	TC001093
LDECv5g14792	TC000481
LDECv5g14797	TC011320
LDECv5g14799	TC011240
LDECv5g14803	TC004964
LDECv5g14804	TC001134
LDECv5g14805	TC013378
LDECv5g14807	TC014424
LDECv5g14808	TC033158
LDECv5g14809	TC016198
LDECv5g14810	TC006148
LDECv5g14818	TC000956
LDECv5g14820	TC000955
LDECv5g14825	TC004876
LDECv5g14842	TC000592
LDECv5g14862	TC032124
LDECv5g14863	TC000591
LDECv5g14864	TC000477
LDECv5g14865	TC001091
LDECv5g14866	TC005004
LDECv5g14873	TC001089
LDECv5g14874	TC005007
LDECv5g14875	TC004385
LDECv5g14880	TC011351
LDECv5g14881	TC004384
LDECv5g14883	TC003886
LDECv5g14884	TC014637
LDECv5g14885	TC000373
LDECv5g14886	TC000372
LDECv5g14895	TC001179
LDECv5g14899	TC032201
LDECv5g14904	TC016256
LDECv5g14905	TC011188
LDECv5g14906	TC032052
LDECv5g14908	TC009511
LDECv5g14910	TC001020
LDECv5g14920	TC000693
LDECv5g14927	TC000870
LDECv5g14929	TC000871
LDECv5g14930	TC000689
LDECv5g14931	TC000669
LDECv5g14934	TC000668
LDECv5g14937	TC000667
LDECv5g14938	TC000886
LDECv5g14945	TC000903
LDECv5g14947	TC000912
LDECv5g14949	TC000916
LDECv5g14950	TC000917
LDECv5g14952	TC000920
LDECv5g14956	TC000925
LDECv5g14970	TC006888
LDECv5g14981	TC032003
LDECv5g14982	TC005228
LDECv5g14983	TC005229
LDECv5g14984	TC005233
LDECv5g14985	TC004522
LDECv5g14986	TC005232
LDECv5g14987	TC004861
LDECv5g14988	TC004860
LDECv5g14990	TC000238
LDECv5g14991	TC000237
LDECv5g14998	TC001310
LDECv5g14999	TC001311
LDECv5g15002	TC004563
LDECv5g15004	TC004564
LDECv5g15005	TC004565
LDECv5g15006	TC032355
LDECv5g15008	TC001107
LDECv5g15009	TC000872
LDECv5g15010	TC001109
LDECv5g15011	TC000434
LDECv5g15012	TC000435
LDECv5g15013	TC001133
LDECv5g15016	TC000782
LDECv5g15017	TC000780
LDECv5g15018	TC000233
LDECv5g15019	TC000234
LDECv5g15020	TC000235
LDECv5g15024	TC031964
LDECv5g15025	TC004820
LDECv5g15026	TC011223
LDECv5g15027	TC011262
LDECv5g15028	TC030737
LDECv5g15042	TC032215
LDECv5g15046	TC008439
LDECv5g15047	TC000458
LDECv5g15049	TC011009
LDECv5g15050	TC000460
LDECv5g15051	TC000461
LDECv5g15055	TC000459
LDECv5g15057	TC004488
LDECv5g15058	TC004892
LDECv5g15059	TC004891
LDECv5g15060	TC000930
LDECv5g15061	TC030651
LDECv5g15066	TC012917
LDECv5g15067	TC012928
LDECv5g15076	TC004877
LDECv5g15078	TC004500
LDECv5g15079	TC004499
LDECv5g15081	TC000243
LDECv5g15082	TC000244
LDECv5g15083	TC001306
LDECv5g15085	TC000590
LDECv5g15086	TC000584
LDECv5g15096	TC000483
LDECv5g15097	TC001088
LDECv5g15098	TC001090
LDECv5g15099	TC000480
LDECv5g15100	TC010925
LDECv5g15101	TC030999
LDECv5g15104	TC005009
LDECv5g15108	TC004989
LDECv5g15110	TC005012
LDECv5g15111	TC004987
LDECv5g15112	TC033159
LDECv5g15113	TC001087
LDECv5g15118	TC032008
LDECv5g15120	TC014097
LDECv5g15137	TC014098
LDECv5g15138	TC032770
LDECv5g15139	TC033213
LDECv5g15146	TC034615
LDECv5g15147	TC011207
LDECv5g15148	TC011210
LDECv5g15149	TC031354
LDECv5g15150	TC011289
LDECv5g15151	TC011208
LDECv5g15152	TC011288
LDECv5g15154	TC011234
LDECv5g15155	TC011303
LDECv5g15157	TC000272
LDECv5g15160	TC001023
LDECv5g15161	TC011296
LDECv5g15162	TC011295
LDECv5g15165	TC004066
LDECv5g15166	TC004060
LDECv5g15167	TC031006
LDECv5g15168	TC000271
LDECv5g15170	TC030446
LDECv5g15175	TC032250
LDECv5g15179	TC000245
LDECv5g15180	TC008264
LDECv5g15181	TC005006
LDECv5g15183	TC011076
LDECv5g15184	TC011405
LDECv5g15185	TC000065
LDECv5g15186	TC001303
LDECv5g15187	TC013603
LDECv5g15189	TC031639
LDECv5g15194	TC032255
LDECv5g15196	TC004889
LDECv5g15197	TC004489
LDECv5g15202	TC004062
LDECv5g15203	TC000977
LDECv5g15204	TC011556
LDECv5g15205	TC030599
LDECv5g15208	TC002054
LDECv5g15209	TC031638
LDECv5g15217	TC032054
LDECv5g15219	TC000753
LDECv5g15222	TC000810
LDECv5g15223	TC030619
LDECv5g15224	TC000754
LDECv5g15226	TC011450
LDECv5g15227	TC011044
LDECv5g15233	TC010879
LDECv5g15234	TC008271
LDECv5g15236	TC007703
LDECv5g15237	TC007869
LDECv5g15238	TC007868
LDECv5g15245	TC007640
LDECv5g15246	TC007641
LDECv5g15247	TC007642
LDECv5g15248	TC007643
LDECv5g15249	TC007863
LDECv5g15250	TC007862
LDECv5g15251	TC007859
LDECv5g15255	TC007644
LDECv5g15263	TC007856
LDECv5g15264	TC032729
LDECv5g15273	TC032740
LDECv5g15274	TC011124
LDECv5g15275	TC031385
LDECv5g15277	TC011122
LDECv5g15278	TC011121
LDECv5g15279	TC011358
LDECv5g15282	TC011206
LDECv5g15283	TC031386
LDECv5g15284	TC007123
LDECv5g15285	TC007479
LDECv5g15286	TC008467
LDECv5g15287	TC032792
LDECv5g15289	TC007996
LDECv5g15292	TC007500
LDECv5g15293	TC007993
LDECv5g15294	TC007781
LDECv5g15295	TC032747
LDECv5g15302	TC007012
LDECv5g15303	TC030702
LDECv5g15304	TC008245
LDECv5g15305	TC007303
LDECv5g15306	TC007746
LDECv5g15307	TC007750
LDECv5g15308	TC007191
LDECv5g15309	TC008021
LDECv5g15313	TC007349
LDECv5g15318	TC007229
LDECv5g15319	TC007352
LDECv5g15320	TC007353
LDECv5g15321	TC008403
LDECv5g15322	TC034675
LDECv5g15323	TC002674
LDECv5g15324	TC031093
LDECv5g15326	TC000316
LDECv5g15327	TC004466
LDECv5g15328	TC004834
LDECv5g15333	TC000501
LDECv5g15343	TC001075
LDECv5g15344	TC000498
LDECv5g15347	TC000494
LDECv5g15349	TC030998
LDECv5g15357	TC001139
LDECv5g15358	TC000431
LDECv5g15360	TC000433
LDECv5g15361	TC001135
LDECv5g15366	TC032196
LDECv5g15367	TC000482
LDECv5g15377	TC007110
LDECv5g15378	TC007351
LDECv5g15392	TC032803
LDECv5g15393	TC002992
LDECv5g15399	TC008035
LDECv5g15400	TC007463
LDECv5g15401	TC007464
LDECv5g15406	TC009452
LDECv5g15408	TC034647
LDECv5g15412	TC007067
LDECv5g15413	TC007075
LDECv5g15414	TC008426
LDECv5g15415	TC007928
LDECv5g15416	TC007989
LDECv5g15418	TC007199
LDECv5g15419	TC008339
LDECv5g15421	TC008341
LDECv5g15422	TC032886
LDECv5g15424	TC007357
LDECv5g15426	TC008146
LDECv5g15428	TC008256
LDECv5g15429	TC008130
LDECv5g15431	TC007374
LDECv5g15432	TC008134
LDECv5g15434	TC008135
LDECv5g15438	TC008136
LDECv5g15439	TC007369
LDECv5g15441	TC008148
LDECv5g15443	TC032823
LDECv5g15444	TC008142
LDECv5g15445	TC007364
LDECv5g15447	TC008312
LDECv5g15448	TC008311
LDECv5g15449	TC007162
LDECv5g15450	TC007163
LDECv5g15453	TC008915
LDECv5g15456	TC007586
LDECv5g15457	TC010229
LDECv5g15458	TC007967
LDECv5g15459	TC007802
LDECv5g15461	TC007499
LDECv5g15463	TC007725
LDECv5g15465	TC034644
LDECv5g15467	TC007722
LDECv5g15468	TC007773
LDECv5g15474	TC007914
LDECv5g15475	TC007915
LDECv5g15545	TC006536
LDECv5g15568	TC010944
