Geneid	Uniprot_annotation	Interproscan_annotation	GO_term	KEGG_annotation
LDECv5g14706	Cell division cycle 5-like protein; Rattus norvegicus	Myb-like DNA-binding domain|Myb-like domain profile.|SANT/Myb domain|Myb-type HTH DNA-binding domain profile.|Myb domain|Homeodomain-like|Homedomain-like superfamily|SANT_CDC5_II|Pre-mRNA splicing factor component CDC5L/Cef1, second SANT/myb-like domain|SANT|SANT/Myb domain|pre-mRNA splicing factor component|Pre-mRNA splicing factor component Cdc5p/Cef1, C-terminal|sant|SANT/Myb domain|CDC5 cell division cycle 5-like	GO:0000398, GO:0000974, GO:0000977, GO:0000981, GO:0005681, GO:0006357, GO:0003677, GO:0003723, GO:0016070, GO:0006396, GO:0008380, GO:0005488, GO:0065007, GO:0008150, GO:1902494, GO:0009987, GO:0005575, GO:1901363, GO:0043231, GO:0043229, GO:0016071, GO:0006397, GO:0043170, GO:0043227, GO:0008152, GO:0003674, GO:0003676, GO:0090304, GO:0006139, GO:0005634, GO:0043226, GO:0044238, GO:0032991, GO:0051252, GO:0050789, GO:0009889, GO:0050794, GO:0010556, GO:1990904, GO:0140110, GO:0005515, GO:0019219, GO:0003700, GO:0060255, GO:0080090, GO:0050896, GO:0043522, GO:0019222, GO:0006950, GO:0005737, GO:0071987, GO:0001221, GO:0051716, GO:0071007, GO:0071013, GO:1901654, GO:2001141, GO:0035556, GO:0019899, GO:1990646, GO:0010468, GO:0008134, GO:1901655, GO:0006355	K12860
LDECv5g14707	NA	NA	GO:0065007, GO:0008150, GO:0032991, GO:0005575, GO:0043933, GO:0016043, GO:0071840, GO:0050789, GO:0050794, GO:0051276, GO:0006357, GO:0060255, GO:0043170, GO:0017025, GO:0003674	NA
LDECv5g14708	NA	MADF domain profile.|MADF domain|Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain	GO:0016043, GO:0043227	NA
LDECv5g14709	NA	NA	GO:0043227, GO:0005575	NA
LDECv5g14710	NA	MADF domain profile.|MADF domain|118neu2|Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain	GO:0005488, GO:0008150, GO:0005575, GO:0033643, GO:0018995, GO:0033646, GO:0003674, GO:0003676, GO:0010628, GO:0032991, GO:0010468, GO:0043229, GO:0060255, GO:0043227, GO:0010604, GO:0043226, GO:0010556, GO:0019222, GO:0009889, GO:0050789, GO:0044177, GO:0043231	NA
LDECv5g14711	NA	NA	GO:0015074	NA
LDECv5g14712	NA	NA	GO:0005575, GO:0043227, GO:0043933, GO:0016032, GO:0065003, GO:0005829	NA
LDECv5g14713	NA	Zinc/RING finger domain, C3HC4 (zinc finger)|Zinc finger, RING/FYVE/PHD-type|FYVE/PHD zinc finger|Zinc finger, FYVE/PHD-type	GO:0005488, GO:0008150, GO:0043169, GO:0009987, GO:0005575, GO:0098687, GO:0007059, GO:0043167, GO:0046872, GO:0030496, GO:0003674, GO:0048522, GO:0009889, GO:0010556, GO:0060255, GO:0019222, GO:0051276, GO:0071840, GO:0050789, GO:0050794, GO:0005507, GO:0006355, GO:2001141, GO:0016043, GO:0019219, GO:0080090, GO:0008152, GO:0016887	NA
LDECv5g14714	NA	NA	NA	NA
LDECv5g14715	NA	NA	NA	NA
LDECv5g14716	NA	MADF domain profile.|MADF domain|118neu2|Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain	GO:0005634, GO:0005667, GO:0006357, GO:0003677, GO:0005488, GO:0005575, GO:1901363, GO:0043231, GO:0043229, GO:0043227, GO:0003674, GO:0003676, GO:0043226, GO:0008150, GO:0003690, GO:0043565, GO:0000987	NA
LDECv5g14717	NA	NA	GO:0005575, GO:0044178	NA
LDECv5g14718	NA	Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain|118neu2|MADF domain profile.|MADF domain	GO:0065007, GO:0008150, GO:0009987, GO:0005575, GO:0043231, GO:0043229, GO:0043227, GO:0043226, GO:0050789, GO:0050794, GO:0005634, GO:0043170, GO:0048519, GO:0051726, GO:0043228, GO:0048518, GO:0060255	NA
LDECv5g14719	Zinc finger BED domain-containing protein 4; Homo sapiens	Ribonuclease H-like|Ribonuclease H-like superfamily|hAT family C-terminal dimerisation region|HAT, C-terminal dimerisation domain	GO:0046983, GO:0043231, GO:0070013, GO:0031974, GO:0043233, GO:0043227, GO:0003674, GO:0043229, GO:0043226, GO:0009058, GO:0009059	NA
LDECv5g14720	NA	BED zinc finger|Zinc finger, BED-type|Zinc finger BED-type profile.|Zinc finger, BED-type|Hermes dimerisation domain|bed5|beta-beta-alpha zinc fingers|Zinc finger C2H2 superfamily	GO:0003677, GO:0005575, GO:0007059, GO:1901363, GO:0043231, GO:0043229, GO:0043227, GO:0003674, GO:0005634, GO:0043226, GO:0098813, GO:0003676, GO:0071824, GO:0005488, GO:0008150, GO:0007049	NA
LDECv5g14721	Zinc finger BED domain-containing protein 5; Bos taurus	Ribonuclease H-like|Ribonuclease H-like superfamily|FAM200/GTF2IRD2 RNase-like helical|FAM200/ZBED5 RNase-like	GO:0005488, GO:0008150, GO:0009987, GO:0043229, GO:0003674, GO:0043226, GO:1901363, GO:0022414, GO:0005575, GO:0043227, GO:0043231, GO:0003676	NA
LDECv5g14722	NA	Domain of unknown function (DUF7869)|Domain of unknown function DUF7869	GO:0043167, GO:0003676, GO:0048519, GO:0043226, GO:0008150, GO:0046872, GO:0043169, GO:0003674, GO:0005575, GO:0043229, GO:1901363, GO:0005488, GO:0009987	NA
LDECv5g14723	NA	NA	GO:0005488, GO:0008150, GO:0009987, GO:0005575, GO:0043231, GO:0043229, GO:0043227, GO:0003674, GO:0043226, GO:0010468, GO:0019538, GO:0061631, GO:0008152, GO:0043170, GO:0060255, GO:0034728, GO:0044238	NA
LDECv5g14724	NA	THAP_2|THAP-type zinc finger|Zinc finger THAP-type profile|THAP-type zinc finger|THAP domain|THAP-type zinc finger|dm3|THAP-type zinc finger|Glucocorticoid receptor-like (DNA-binding domain)|THAP domain|THAP-type zinc finger superfamily	GO:0043565, GO:0005575	NA
LDECv5g14725	Transcription factor Adf-1; Drosophila melanogaster	SANT|SANT/Myb domain|sant|SANT/Myb domain|Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain|Myb-like domain profile.|SANT/Myb domain|Homeodomain-like|Homedomain-like superfamily|118neu2|MADF domain profile.|MADF domain	GO:0009987, GO:0005575, GO:0005634, GO:0043229, GO:0032991, GO:0043226, GO:0043228, GO:0043232	NA
LDECv5g14726	Putative nuclease HARBI1; Mus musculus	DDE superfamily endonuclease|Harbinger transposase-derived nuclease domain|Putative nuclease HARBI1 signature|Harbinger transposase-derived nuclease, animal	GO:0003674, GO:0009987, GO:0005575, GO:0008150, GO:0003824, GO:0065007	K23222
LDECv5g14727	NA	NA	GO:0005575, GO:0008150, GO:0003674, GO:0043229, GO:0016043, GO:0005488, GO:0009987	NA
LDECv5g14728	Putative nuclease HARBI1; Homo sapiens	DDE superfamily endonuclease|Harbinger transposase-derived nuclease domain	GO:0065007, GO:0005575, GO:0003674, GO:0003676, GO:2001141, GO:0051252, GO:0050789, GO:0009889, GO:0050794, GO:0010468, GO:0010556, GO:0060255, GO:0019222, GO:0019219, GO:0080090, GO:0006355, GO:1901363, GO:0005488, GO:0043227, GO:0043231, GO:0006810	K23222
LDECv5g14729	Myb/SANT-like DNA-binding domain-containing protein 3; Mus musculus	Myb/SANT-like DNA-binding domain|Myb/SANT-like DNA-binding domain 5	GO:0008150, GO:0005575, GO:0043226, GO:0006139, GO:0043229, GO:0050789	NA
LDECv5g14730	NA	NA	GO:0065007, GO:0008150, GO:0009987, GO:0005575, GO:0043229, GO:0043170, GO:0003674, GO:0005634, GO:0043226, GO:0050789, GO:0060255, GO:0003735, GO:0048519, GO:0048518, GO:0050794, GO:0043227, GO:0051246, GO:0043231, GO:0019222, GO:0007064, GO:0030234, GO:0022627	NA
LDECv5g14731	Transcription factor Adf-1; Drosophila melanogaster	MADF domain profile.|MADF domain|Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain|118neu2	GO:0005634, GO:0005667, GO:0006357, GO:0008150, GO:0009987, GO:0005575, GO:0043227, GO:0023051, GO:0010646, GO:0003674, GO:0006139, GO:0008152, GO:0009966, GO:0043170, GO:2000177, GO:0090304, GO:0043167, GO:0016043	NA
LDECv5g14732	NA	NA	GO:0065007, GO:0008150, GO:0009987, GO:0005575, GO:0043231, GO:0003674, GO:0048519, GO:0048523, GO:0005634, GO:0050789, GO:0050794, GO:0007165, GO:0035556, GO:0019904, GO:0009889, GO:0060255, GO:0019222, GO:0080090, GO:0008283, GO:0043229, GO:0043227, GO:0005515, GO:0022414, GO:0010556, GO:0051716	NA
LDECv5g14733	NA	helix-turn-helix, Psq domain|DNA binding HTH domain, Psq-type|Homeodomain-like|Homedomain-like superfamily	GO:0003677, GO:0005575, GO:0043229, GO:0043226, GO:0043231	NA
LDECv5g14734	NA	Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain|MADF domain profile.|MADF domain|118neu2	GO:0008150, GO:0009987, GO:0003674, GO:0046983	NA
LDECv5g14735	NA	NA	GO:0008150, GO:0043229, GO:0043227, GO:0043226, GO:0048518, GO:0048522, GO:0050789, GO:0050794, GO:0065007, GO:0005575, GO:0043231, GO:0051128, GO:0005634, GO:0032502, GO:0007346	NA
LDECv5g14736	NA	NA	GO:0008150, GO:0005575, GO:0043231, GO:0043229, GO:0043227, GO:0043226, GO:0050789, GO:0071840, GO:0016043, GO:0005737, GO:0009987, GO:0051051, GO:0016020, GO:0048519, GO:0009719, GO:0019222, GO:0065007	NA
LDECv5g14737	Putative nuclease HARBI1; Bos taurus	NA	GO:0003674, GO:0003824, GO:0005575	NA
LDECv5g14738	NA	Domain of unknown function (DUF4769)|Protein of unknown function DUF4769	GO:0005575, GO:0043226, GO:0043229, GO:0043227, GO:0008150, GO:0043231, GO:0051179, GO:0009987, GO:0032991	NA
LDECv5g14739	NA	NA	NA	NA
LDECv5g14740	NA	DDE_Tnp_1-like zinc finger|PiggyBac transposable element-derived protein 4, C-terminal zinc-finger domain	GO:0008150, GO:0009058, GO:0009987, GO:0005575, GO:0009059, GO:0043170, GO:0008152, GO:0003674, GO:0003735, GO:0044238, GO:0043228, GO:0019538	NA
LDECv5g14741	PiggyBac transposable element-derived protein 4; Homo sapiens	Transposase IS4|PiggyBac transposable element-derived protein	GO:0005488, GO:0008150, GO:0005575, GO:0003674, GO:0009987, GO:1901363, GO:0003676	NA
LDECv5g14742	NA	NA	NA	NA
LDECv5g14743	PiggyBac transposable element-derived protein 4; Homo sapiens	Transposase IS4|PiggyBac transposable element-derived protein	GO:0005488, GO:0008150, GO:0043169, GO:0005575, GO:0043167, GO:0046872, GO:0003674	NA
LDECv5g14744	NA	Endonuclease/exonuclease/phosphatase|Endonuclease/exonuclease/phosphatase superfamily|Endonuclease-reverse transcriptase|Endonuclease/exonuclease/phosphatase|DNase I-like|Endonuclease/exonuclease/phosphatase superfamily	GO:0003824	NA
LDECv5g14745	NA	NA	NA	NA
LDECv5g14746	NA	NA	GO:0005575, GO:0000781	NA
LDECv5g14747	NA	Endonuclease/exonuclease/phosphatase|Endonuclease/exonuclease/phosphatase superfamily|DNase I-like|Endonuclease/exonuclease/phosphatase superfamily|R1-I-EN|Endonuclease-reverse transcriptase|Endonuclease/exonuclease/phosphatase	GO:0003824, GO:0008150, GO:0003674	NA
LDECv5g14748	NA	NA	GO:0015459	NA
LDECv5g14749	PiggyBac transposable element-derived protein 4; Homo sapiens	Transposase IS4|PiggyBac transposable element-derived protein	GO:0005488, GO:0008150, GO:0005575, GO:0003674, GO:1901363, GO:0043167, GO:0009987, GO:0003676	NA
LDECv5g14750	Protein ALP1-like; Arabidopsis thaliana	DDE superfamily endonuclease|Harbinger transposase-derived nuclease domain	GO:0065007, GO:0008150, GO:0005575, GO:0003674, GO:0050789, GO:0009987, GO:0005488, GO:0043227, GO:0043226, GO:0043229, GO:0050794, GO:0044238, GO:0050896	NA
LDECv5g14751	NA	MADF domain profile.|MADF domain|118neu2|Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain	GO:0005488, GO:0005575, GO:0043231, GO:0043229, GO:0043227, GO:0003674, GO:0003676, GO:0005634, GO:0043226, GO:1901363	NA
LDECv5g14752	NA	NA	GO:0009987	NA
LDECv5g14753	Putative 115 kDa protein in type-1 retrotransposable element R1DM; Drosophila melanogaster	NA	GO:0003723, GO:0005488, GO:0008150, GO:0009987, GO:0005575, GO:1901363, GO:0043170, GO:0008152, GO:0003674, GO:0003676, GO:0006414, GO:0070929, GO:0090304, GO:0009058	NA
LDECv5g14754	NA	NA	GO:0003824, GO:0003674, GO:0016740, GO:0016787, GO:0016741	NA
LDECv5g14755	NA	Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain|118neu2|MADF domain profile.|MADF domain	GO:0005575, GO:0043231, GO:0043227, GO:0003674, GO:0005634, GO:0043226, GO:0003677, GO:0043229, GO:0003676, GO:0008150, GO:0005488	NA
LDECv5g14756	NA	NA	GO:0005575, GO:0000981, GO:0016043, GO:0071840, GO:0043933, GO:0043231	NA
LDECv5g14757	NA	NA	GO:0005488, GO:1901363, GO:0003674, GO:0003676, GO:1990904, GO:0008150	NA
LDECv5g14758	NA	NA	GO:0009987, GO:0016043, GO:0008152, GO:0008150, GO:0071840	NA
LDECv5g14759	NA	NA	GO:0005575, GO:0000981, GO:0016043, GO:0071840, GO:0043933, GO:0043231	NA
LDECv5g14760	NA	NA	GO:0005488, GO:1901363, GO:0003674, GO:0003676, GO:1990904, GO:0008150	NA
LDECv5g14761	NA	NA	GO:0009987, GO:0016043, GO:0008152, GO:0008150, GO:0071840	NA
LDECv5g14762	NA	NA	GO:0005575, GO:0000981, GO:0016043, GO:0071840, GO:0043933, GO:0043231	NA
LDECv5g14763	NA	NA	GO:0005488, GO:1901363, GO:0003674, GO:0003676, GO:1990904, GO:0008150	NA
LDECv5g14764	NA	NA	GO:0009987, GO:0016043, GO:0008152, GO:0008150, GO:0071840	NA
LDECv5g14765	NA	NA	GO:0005575, GO:0000981, GO:0016043, GO:0071840, GO:0043933, GO:0043231	NA
LDECv5g14766	NA	NA	GO:0005488, GO:1901363, GO:0003674, GO:0003676, GO:1990904, GO:0008150	NA
LDECv5g14767	NA	NA	GO:0009987, GO:0016043, GO:0008152, GO:0008150, GO:0071840	NA
LDECv5g14768	NA	NA	GO:0005575, GO:0000981, GO:0016043, GO:0071840, GO:0043933, GO:0043231	NA
LDECv5g14769	NA	NA	GO:0005488, GO:1901363, GO:0003674, GO:0003676, GO:1990904, GO:0008150	NA
LDECv5g14770	NA	NA	GO:0009987, GO:0016043, GO:0008152, GO:0008150, GO:0071840	NA
LDECv5g14771	NA	NA	GO:0005575, GO:0000981, GO:0016043, GO:0071840, GO:0043933, GO:0043231	NA
LDECv5g14772	NA	NA	GO:0005488, GO:1901363, GO:0003674, GO:0003676, GO:1990904, GO:0008150	NA
LDECv5g14773	NA	NA	GO:0009987, GO:0016043, GO:0008152, GO:0008150, GO:0071840	NA
LDECv5g14774	NA	NA	GO:0008150, GO:0005575, GO:0003674, GO:0010468	NA
LDECv5g14775	NA	NA	GO:0015074	NA
LDECv5g14776	NA	MADF domain profile.|MADF domain|Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain|118neu2	GO:0005575	NA
LDECv5g14777	NA	NA	GO:0005575	NA
LDECv5g14778	NA	NA	NA	NA
LDECv5g14779	NA	Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain|118neu2|MADF domain profile.|MADF domain	GO:0005634, GO:0005667, GO:0006357, GO:0005575, GO:1901363, GO:0043231, GO:0043229, GO:0043227, GO:0003676, GO:0043226, GO:0003677, GO:0005488, GO:0009987, GO:0006259, GO:0032991, GO:0050896, GO:0003674, GO:0008150	NA
LDECv5g14780	NA	118neu2|Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain|MADF domain profile.|MADF domain	GO:0005575, GO:0043231, GO:0043229, GO:0043227, GO:0005634, GO:0043226, GO:0071840, GO:0009987, GO:0016043	NA
LDECv5g14781	Transcription factor Adf-1; Drosophila melanogaster	SANT|SANT/Myb domain|MADF domain profile.|MADF domain|118neu2|sant|SANT/Myb domain|Alcohol dehydrogenase transcription factor Myb/SANT-like|MADF domain|Myb-like domain profile.|SANT/Myb domain	GO:0005634, GO:0005667, GO:0006357, GO:0005488, GO:0008150, GO:0009987, GO:0005575, GO:0043231, GO:0043229, GO:0043227, GO:0003674, GO:0043226, GO:1901363	NA
LDECv5g14782	NA	Domain of unknown function (DUF7869)|Domain of unknown function DUF7869	GO:0003677, GO:0005488, GO:0008150, GO:0003824, GO:0043169, GO:0005575, GO:1901363, GO:0043231, GO:0043229, GO:0043167, GO:0043227, GO:0046872, GO:0003674, GO:0003676, GO:0005634, GO:0043565, GO:0009987, GO:0043226, GO:0016787, GO:0032502, GO:0048856, GO:0065007	NA
LDECv5g14783	NA	NA	NA	NA
LDECv5g14784	Zinc finger BED domain-containing protein 5; Bos taurus	FAM200/GTF2IRD2 RNase-like helical|Ribonuclease H-like|Ribonuclease H-like superfamily|FAM200/ZBED5 RNase-like	GO:0005488, GO:1901363, GO:0043229, GO:0003674, GO:0043226, GO:0008150, GO:0009987, GO:0043167, GO:0043231, GO:0043227, GO:0005575, GO:0043169, GO:0046872, GO:0003676	NA
LDECv5g14785	PH and SEC7 domain-containing protein; Drosophila melanogaster	Sec7|Sec7 domain|PH and SEC7 domain-containing protein 4|SEC7 domain profile.|Sec7 domain|Pleckstrin homology domain|Pleckstrin homology domain 9|PDZ superfamily|PH-like domain superfamily|Cytohesin 1|PH domain-like|PDZ domain|Sec7 domain|pdz_new|PDZ domain|Sec7, C-terminal domain superfamily|PDZ domain-like|PDZ superfamily|sec7_5|Sec7 domain|PH domain profile.|Pleckstrin homology domain|Sec7 domain|Sec7 domain superfamily|PH_EFA6|PDZ domain profile.|PDZ domain|PH_update|Pleckstrin homology domain|PDZ_canonical	GO:0005085, GO:0032012, GO:0005515, GO:0051020, GO:0065007, GO:0008150, GO:0009987, GO:0005575, GO:0019899, GO:0043229, GO:0016020, GO:0043226, GO:0048518, GO:0098794, GO:0050789, GO:0010646, GO:0050794, GO:1902531, GO:0048583, GO:0023051, GO:0007165, GO:0031267, GO:0003674, GO:0048522, GO:0046578, GO:0051056, GO:0032879, GO:0009966, GO:0005737, GO:0098590, GO:0030029, GO:0048584, GO:0071840, GO:0042995, GO:0060341, GO:0005488, GO:0016324, GO:0043227, GO:0120025, GO:0005829, GO:0016043, GO:0035556, GO:0043231	K12494
LDECv5g14786	Kunitz-type serine protease inhibitor BmKTT-2; Olivierus martensii	KU_2|Pancreatic trypsin inhibitor Kunitz domain|Kunitz/Bovine pancreatic trypsin inhibitor domain|Pancreatic trypsin inhibitor Kunitz domain|Pancreatic trypsin inhibitor Kunitz domain|Pancreatic trypsin inhibitor Kunitz domain superfamily|BPTI-like|Pancreatic trypsin inhibitor Kunitz domain superfamily|Pancreatic trypsin inhibitor (Kunitz) family profile.|Pancreatic trypsin inhibitor Kunitz domain	GO:0004867, GO:0008150, GO:0005575, GO:0005576, GO:0003674, GO:0002376, GO:0051707	NA
LDECv5g14787	NA	NA	GO:0003674	NA
LDECv5g14788	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1; Canis lupus familiaris	Ribophorin I	GO:0008250, GO:0009101, GO:0016020, GO:0008150, GO:0009987, GO:0005575, GO:0043412, GO:0098796, GO:0008152, GO:0016757, GO:1902494, GO:0036211, GO:1990234, GO:0004579, GO:0016758, GO:0032991, GO:0044238, GO:0019538, GO:0006487, GO:0003674	K12666
LDECv5g14789	Ubiquitin thioesterase Otu1; Drosophila melanogaster	OTU_OTU1|Ubl_OTU1|OTU1, Ubl domain|OTU1, UBXL domain|OTU1, Ubl domain|OTU domain profile.|OTU domain|Ubiquitin thioesterase OTU1, C-terminal C2H2-type zinc finger|OTU1-like, C-terminal C2H2-type zinc finger|Ubiquitin-like|Ubiquitin-like domain superfamily|Cysteine proteinases|Papain-like cysteine peptidase superfamily|Ubiquitin thioesterase OTU1|OTU-like cysteine protease|OTU domain|Ubiquitin domain profile.|Ubiquitin-like domain	GO:0004843, GO:0005634, GO:0005829, GO:0016579, GO:0030968, GO:0036503, GO:0005515, GO:0005488, GO:0003824, GO:0140096, GO:0008234, GO:0016787, GO:0003674, GO:0008233, GO:0019783, GO:0101005, GO:0070646, GO:0006508, GO:0050896, GO:0043167, GO:0008150, GO:0043169, GO:0005575, GO:0043412, GO:0009056, GO:0019538, GO:0010498, GO:0009987	K13719
LDECv5g14790	DNA polymerase theta; Drosophila melanogaster	Helicase conserved C-terminal domain|Helicase, C-terminal domain-like|DNA/RNA polymerases|DNA/RNA polymerase superfamily|DNA polymerase theta|Superfamilies 1 and 2 helicase C-terminal domain profile.|Helicase, C-terminal domain-like|P-loop containing nucleoside triphosphate hydrolases|P-loop containing nucleoside triphosphate hydrolase|SF2_C_Ski2|DEAD/DEAH box helicase|DEAD/DEAH-box helicase domain|Ribonuclease H-like|Ribonuclease H-like superfamily|Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.|Helicase superfamily 1/2, ATP-binding domain|DNA polymerase family A|DNA-directed DNA polymerase, family A, palm domain|Helix-turn-helix domain|DNA polymerase theta-like, helix-turn-helix domain|P-loop containing nucleoside triphosphate hydrolase|Taq DNA Polymerase; Chain T, domain 4|DEXHc_POLQ-like|polaultra3|DNA-directed DNA polymerase, family A, palm domain|Ribonuclease H superfamily|ultradead3|Helicase superfamily 1/2, ATP-binding domain|Sec63 N-terminal domain-like|helicase POLQ-like isoform X1|DNA_pol_Q helicase like region helical domain|POLQ-like, helical domain|DNA_pol_A_theta|DNA-polymerase family A (pol I) signature|DNA polymerase A|"Winged helix" DNA-binding domain|Winged helix DNA-binding domain superfamily|DNA polymerase I, putative|helicmild6|Helicase, C-terminal domain-like	GO:0003676, GO:0005524, GO:0003677, GO:0003887, GO:0006260, GO:0006261, GO:0006302, GO:0097681, GO:0016887, GO:0030554, GO:0032559, GO:0043168, GO:0005488, GO:0065007, GO:0008150, GO:0097367, GO:0003824, GO:0009987, GO:0004386, GO:1901363, GO:0016787, GO:0016817, GO:0016818, GO:0043167, GO:0003674, GO:1901265, GO:0017111, GO:0000166, GO:0005634, GO:0017076, GO:0035639, GO:0032555, GO:0016462, GO:0050789, GO:0050794, GO:0032553, GO:0036094, GO:0009889, GO:0010556, GO:0060255, GO:0048519, GO:0048523, GO:0019222, GO:0043231, GO:0080090, GO:0043226, GO:0005575, GO:0043227, GO:0008152, GO:0010605, GO:0009892, GO:0007049, GO:0043229, GO:0048583, GO:0051301, GO:0009890, GO:2001141, GO:0019219, GO:0042221, GO:0032991, GO:0006355, GO:0010558	NA
