Ldecemlineata	Dmelanogaster
LDECv5g15149	FBgn0051126
LDECv5g15161	FBgn0030092
LDECv5g15167	FBgn0051040
LDECv5g15168	FBgn0036733
LDECv5g15170	FBgn0002962
LDECv5g15180	FBgn0038722
LDECv5g15181	FBgn0014877
LDECv5g15183	FBgn0289744
LDECv5g15185	FBgn0037504
LDECv5g15192	FBgn0035998
LDECv5g15196	FBgn0027565
LDECv5g15202	FBgn0037435
LDECv5g15209	FBgn0036133
LDECv5g15217	FBgn0261987
LDECv5g15226	FBgn0035722
LDECv5g15255	FBgn0031766
LDECv5g15263	FBgn0015338
LDECv5g15284	FBgn0029755
LDECv5g15285	FBgn0036512
LDECv5g15293	FBgn0010391
LDECv5g15313	FBgn0033763
LDECv5g15321	FBgn0003687
LDECv5g15328	FBgn0023212
LDECv5g15343	FBgn0039501
LDECv5g15349	FBgn0010113
LDECv5g15358	FBgn0038774
LDECv5g15378	FBgn0026721
LDECv5g15419	FBgn0036848
LDECv5g15423	FBgn0050481
LDECv5g15447	FBgn0040228
LDECv5g15456	FBgn0037608
LDECv5g15467	FBgn0023520
LDECv5g00199	FBgn0083943
LDECv5g00440	FBgn0051076
LDECv5g00913	FBgn0040743
LDECv5g01068	FBgn0034361
LDECv5g01140	FBgn0036479
LDECv5g01888	FBgn0039296
LDECv5g02315	FBgn0042112
LDECv5g03058	FBgn0260027
LDECv5g03861	FBgn0039354
LDECv5g04309	FBgn0036157
LDECv5g05066	FBgn0085229
LDECv5g05139	FBgn0040786
LDECv5g05185	FBgn0036998
LDECv5g05986	FBgn0030292
LDECv5g06044	FBgn0003861
LDECv5g06151	FBgn0033961
LDECv5g06236	FBgn0028577
LDECv5g06239	FBgn0027794
LDECv5g06283	FBgn0036260
LDECv5g06420	FBgn0032811
LDECv5g06433	FBgn0035824
LDECv5g06478	FBgn0052485
LDECv5g06599	FBgn0034274
LDECv5g06687	FBgn0032914
LDECv5g06717	FBgn0026400
LDECv5g06733	FBgn0040715
LDECv5g06930	FBgn0030291
LDECv5g07025	FBgn0052220
LDECv5g07120	FBgn0260759
LDECv5g07657	FBgn0288967
LDECv5g07827	FBgn0030610
LDECv5g07902	FBgn0014949
LDECv5g07930	FBgn0038312
LDECv5g08333	FBgn0035179
LDECv5g08343	FBgn0032262
LDECv5g08742	FBgn0033363
LDECv5g09188	FBgn0033554
LDECv5g09292	FBgn0039588
LDECv5g09470	FBgn0035063
LDECv5g09540	FBgn0250911
LDECv5g09663	FBgn0266666
LDECv5g09739	FBgn0259727
LDECv5g10150	FBgn0266124
LDECv5g10257	FBgn0261697
LDECv5g10323	FBgn0002906
LDECv5g10445	FBgn0261858
LDECv5g10584	FBgn0039461
LDECv5g10691	FBgn0033808
LDECv5g11086	FBgn0038958
LDECv5g11146	FBgn0025879
LDECv5g11263	FBgn0031003
LDECv5g11304	FBgn0025558
LDECv5g11569	FBgn0020910
LDECv5g12493	FBgn0035323
LDECv5g12524	FBgn0031504
LDECv5g12666	FBgn0041160
LDECv5g12976	FBgn0033623
LDECv5g13209	FBgn0037156
LDECv5g13555	FBgn0260224
LDECv5g13811	FBgn0037418
LDECv5g13818	FBgn0037421
LDECv5g14098	FBgn0085188
LDECv5g14173	FBgn0039404
LDECv5g14310	FBgn0036192
LDECv5g15098	FBgn0038343
